learning_seed,n_samples_per_state,variant_seed,n_admissible_edges,baseline_safe_or_boundary_rate,baseline_risky_terminal_rate
1,1200,1002,46,0.611111111111111,0.05555555555555555
1,1200,1005,45,0.6027777777777777,0.06944444444444445
1,1200,1008,43,0.611111111111111,0.05555555555555555
1,1200,1000,44,0.5972222222222222,0.05277777777777778
1,1200,1003,44,0.5972222222222222,0.05277777777777778
1,1200,1001,41,0.6333333333333333,0.041666666666666664
