learning_seed,n_samples_per_state,template_seed,target_src,target_dst,target_feature,present_n_admissible_edges,absent_n_admissible_edges,baseline_safe_present,baseline_safe_absent,baseline_safe_present_minus_absent,safe_gain_present,safe_gain_absent,safe_gain_present_minus_absent,risky_drop_present,risky_drop_absent,risky_drop_present_minus_absent,present_H1,absent_H1,present_H2,absent_H2,present_H3,absent_H3,present_H4,absent_H4,present_pass_all,absent_pass_all,present_resistance_risky_terminal,absent_resistance_risky_terminal,present_only_h3,absent_only_h3,both_pass_h3,both_fail_h3,disagreement_h3,baseline_safe_midpoint,safe_gain_midpoint,risky_drop_midpoint,abs_baseline_safe_gap,abs_safe_gain_gap,abs_risky_drop_gap,pair_h3_outcome
0,600,2010,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5291666666666667,0.5375000000000001,-0.0083333333333334,0.1180555555555555,0.086111111111111,0.0319444444444445,0.2194444444444444,0.2277777777777778,-0.0083333333333333,True,True,True,True,False,False,True,True,False,False,0.0069444444444444,0.0027777777777777,False,False,False,True,False,0.5333333333333334,0.10208333333333325,0.2236111111111111,0.008333333333333415,0.0319444444444445,0.008333333333333415,both_fail
0,600,2011,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.4708333333333333,0.4736111111111111,-0.0027777777777777,0.1569444444444444,0.1263888888888888,0.0305555555555555,0.2597222222222222,0.2680555555555555,-0.0083333333333333,True,True,True,True,True,False,True,True,True,False,0.0069444444444444,0.0083333333333333,True,False,False,False,True,0.4722222222222222,0.1416666666666666,0.26388888888888884,0.002777777777777768,0.030555555555555586,0.008333333333333304,present_only
0,600,2012,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.45,0.4444444444444445,0.0055555555555555,0.1416666666666666,0.1277777777777777,0.0138888888888889,0.2597222222222222,0.2569444444444444,0.0027777777777777,True,True,True,True,False,False,True,True,False,False,0.0111111111111111,0.0111111111111111,False,False,False,True,False,0.44722222222222224,0.13472222222222216,0.2583333333333333,0.005555555555555536,0.013888888888888895,0.002777777777777768,both_fail
0,600,2013,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5291666666666667,0.5375000000000001,-0.0083333333333334,0.1180555555555555,0.086111111111111,0.0319444444444445,0.2194444444444444,0.2277777777777778,-0.0083333333333333,True,True,True,True,False,False,True,True,False,False,0.0069444444444444,0.0027777777777777,False,False,False,True,False,0.5333333333333334,0.10208333333333325,0.2236111111111111,0.008333333333333415,0.0319444444444445,0.008333333333333415,both_fail
0,600,2014,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.4861111111111111,0.4833333333333333,0.0027777777777777,0.1458333333333333,0.1291666666666667,0.0166666666666666,0.2513888888888889,0.2694444444444445,-0.0180555555555556,True,True,True,True,False,False,True,True,False,False,0.0055555555555555,0.0055555555555555,False,False,False,True,False,0.48472222222222217,0.1375,0.2604166666666667,0.0027777777777778234,0.01666666666666658,0.018055555555555602,both_fail
0,600,2015,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4833333333333333,0.4833333333333333,0.0,0.148611111111111,0.1291666666666667,0.0194444444444443,0.2513888888888889,0.2694444444444445,-0.0180555555555556,True,True,True,True,False,False,True,True,False,False,0.0055555555555555,0.0055555555555555,False,False,False,True,False,0.4833333333333333,0.13888888888888884,0.2604166666666667,0.0,0.019444444444444292,0.018055555555555602,both_fail
0,1200,2000,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.5666666666666667,0.5861111111111111,-0.0194444444444444,0.1458333333333333,0.1041666666666666,0.0416666666666667,0.2361111111111111,0.2444444444444444,-0.0083333333333333,True,True,True,True,False,False,True,True,False,False,0.0041666666666666,0.0041666666666666,False,False,False,True,False,0.5763888888888888,0.12499999999999994,0.24027777777777776,0.019444444444444486,0.041666666666666685,0.008333333333333304,both_fail
0,1200,2001,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4625,0.4805555555555555,-0.0180555555555555,0.1583333333333333,0.148611111111111,0.0097222222222222,0.2583333333333333,0.2722222222222222,-0.0138888888888888,True,True,True,True,True,False,True,True,True,False,0.0069444444444444,0.0027777777777777,True,False,False,False,True,0.47152777777777777,0.15347222222222215,0.2652777777777777,0.01805555555555549,0.009722222222222299,0.013888888888888895,present_only
0,1200,2002,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.4347222222222222,0.4625,-0.0277777777777777,0.1791666666666667,0.1527777777777778,0.0263888888888889,0.2805555555555555,0.2888888888888889,-0.0083333333333333,True,True,True,True,True,True,True,True,True,True,0.0069444444444444,0.0027777777777777,False,False,True,False,False,0.44861111111111107,0.16597222222222224,0.2847222222222222,0.027777777777777846,0.026388888888888906,0.008333333333333415,both_pass
0,1200,2003,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5333333333333333,0.5444444444444444,-0.011111111111111,0.1333333333333333,0.0902777777777777,0.0430555555555555,0.2111111111111111,0.2194444444444444,-0.0083333333333333,True,True,True,True,False,False,True,True,False,False,0.0069444444444444,0.0069444444444444,False,False,False,True,False,0.5388888888888889,0.1118055555555555,0.21527777777777773,0.011111111111111072,0.0430555555555556,0.008333333333333276,both_fail
0,1200,2004,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4652777777777778,0.4902777777777777,-0.0249999999999999,0.1874999999999999,0.1347222222222222,0.0527777777777776,0.2222222222222222,0.2305555555555555,-0.0083333333333333,True,True,True,True,True,False,True,True,True,False,0.0055555555555555,0.0055555555555555,True,False,False,False,True,0.47777777777777775,0.16111111111111104,0.22638888888888886,0.02499999999999991,0.0527777777777777,0.008333333333333304,present_only
0,1200,2005,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.4277777777777778,0.4472222222222222,-0.0194444444444444,0.1722222222222221,0.1458333333333333,0.0263888888888888,0.2347222222222222,0.2472222222222222,-0.0124999999999999,True,True,True,True,True,False,True,True,True,False,0.0013888888888888,0.0055555555555555,True,False,False,False,True,0.4375,0.1590277777777777,0.2409722222222222,0.019444444444444375,0.026388888888888823,0.012500000000000011,present_only
0,1200,2006,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4555555555555555,0.4541666666666667,0.0013888888888888,0.2402777777777777,0.2249999999999998,0.0152777777777778,0.3611111111111111,0.3583333333333333,0.0027777777777777,True,True,True,True,True,True,True,True,True,True,0.0166666666666666,0.0208333333333333,False,False,True,False,False,0.4548611111111111,0.23263888888888876,0.35972222222222217,0.001388888888888773,0.01527777777777789,0.0027777777777778234,both_pass
0,1200,2007,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.5430555555555555,0.5458333333333333,-0.0027777777777777,0.1305555555555556,0.0916666666666667,0.0388888888888888,0.1972222222222222,0.2208333333333333,-0.023611111111111,True,True,True,True,False,False,True,True,False,False,0.0027777777777777,0.0069444444444444,False,False,False,True,False,0.5444444444444444,0.11111111111111115,0.20902777777777776,0.002777777777777768,0.03888888888888889,0.02361111111111111,both_fail
0,1200,2008,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.5361111111111111,0.5416666666666666,-0.0055555555555555,0.1375,0.1138888888888889,0.0236111111111111,0.2263888888888889,0.2111111111111111,0.0152777777777777,True,True,True,True,False,False,True,True,False,False,0.0013888888888888,0.0041666666666666,False,False,False,True,False,0.5388888888888889,0.12569444444444444,0.21875,0.005555555555555536,0.02361111111111111,0.015277777777777779,both_fail
0,1200,2009,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.525,0.5416666666666666,-0.0166666666666666,0.1458333333333332,0.1055555555555555,0.0402777777777777,0.2291666666666666,0.2333333333333333,-0.0041666666666666,True,True,True,True,False,False,True,True,False,False,0.0013888888888888,0.0013888888888888,False,False,False,True,False,0.5333333333333333,0.12569444444444436,0.23124999999999996,0.016666666666666607,0.040277777777777704,0.004166666666666707,both_fail
0,1200,2010,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5347222222222222,0.5486111111111112,-0.0138888888888889,0.1347222222222223,0.0819444444444443,0.0527777777777779,0.2041666666666666,0.2069444444444444,-0.0027777777777777,True,True,True,True,False,False,True,True,False,False,0.0013888888888888,0.0041666666666666,False,False,False,True,False,0.5416666666666667,0.10833333333333331,0.2055555555555555,0.01388888888888895,0.05277777777777799,0.0027777777777777957,both_fail
0,1200,2011,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.4722222222222222,0.475,-0.0027777777777777,0.175,0.1347222222222223,0.0402777777777777,0.2513888888888889,0.2791666666666667,-0.0277777777777777,True,True,True,True,True,False,True,True,True,False,0.0055555555555555,0.0069444444444444,True,False,False,False,True,0.4736111111111111,0.15486111111111114,0.2652777777777778,0.002777777777777768,0.04027777777777769,0.02777777777777779,present_only
0,1200,2012,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4555555555555555,0.4597222222222222,-0.0041666666666666,0.1361111111111111,0.1236111111111111,0.0124999999999999,0.2527777777777777,0.2638888888888889,-0.0111111111111111,True,True,True,True,False,False,True,True,False,False,0.0083333333333333,0.0069444444444444,False,False,False,True,False,0.4576388888888888,0.1298611111111111,0.2583333333333333,0.004166666666666707,0.012499999999999997,0.011111111111111183,both_fail
0,1200,2013,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5347222222222222,0.5486111111111112,-0.0138888888888889,0.1347222222222223,0.0819444444444443,0.0527777777777779,0.2041666666666666,0.2069444444444444,-0.0027777777777777,True,True,True,True,False,False,True,True,False,False,0.0013888888888888,0.0041666666666666,False,False,False,True,False,0.5416666666666667,0.10833333333333331,0.2055555555555555,0.01388888888888895,0.05277777777777799,0.0027777777777777957,both_fail
0,1200,2014,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.4638888888888889,0.4805555555555555,-0.0166666666666666,0.1569444444444444,0.148611111111111,0.0083333333333333,0.2583333333333333,0.2722222222222222,-0.0138888888888888,True,True,True,True,True,False,True,True,True,False,0.0069444444444444,0.0027777777777777,True,False,False,False,True,0.4722222222222222,0.15277777777777768,0.2652777777777777,0.016666666666666607,0.008333333333333387,0.013888888888888895,present_only
0,1200,2015,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4625,0.4805555555555555,-0.0180555555555555,0.1583333333333333,0.148611111111111,0.0097222222222222,0.2583333333333333,0.2722222222222222,-0.0138888888888888,True,True,True,True,True,False,True,True,True,False,0.0069444444444444,0.0027777777777777,True,False,False,False,True,0.47152777777777777,0.15347222222222215,0.2652777777777777,0.01805555555555549,0.009722222222222299,0.013888888888888895,present_only
0,2400,2000,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.5652777777777778,0.5861111111111111,-0.0208333333333333,0.15,0.0930555555555555,0.0569444444444444,0.2388888888888889,0.2361111111111111,0.0027777777777777,True,True,True,True,True,False,True,True,True,False,0.0013888888888888,0.0055555555555555,True,False,False,False,True,0.5756944444444445,0.12152777777777775,0.2375,0.02083333333333337,0.05694444444444449,0.0027777777777777957,present_only
0,2400,2001,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4666666666666667,0.4763888888888888,-0.0097222222222221,0.1486111111111111,0.1333333333333334,0.0152777777777777,0.2541666666666666,0.2680555555555556,-0.0138888888888889,True,True,True,True,False,False,True,True,False,False,0.0083333333333333,0.0055555555555555,False,False,False,True,False,0.47152777777777777,0.14097222222222225,0.26111111111111107,0.009722222222222132,0.015277777777777724,0.013888888888889006,both_fail
0,2400,2002,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.4333333333333333,0.4569444444444444,-0.023611111111111,0.173611111111111,0.1388888888888889,0.0347222222222221,0.2805555555555555,0.2875,-0.0069444444444444,True,True,True,True,True,False,True,True,True,False,0.0097222222222222,0.0055555555555555,True,False,False,False,True,0.44513888888888886,0.15624999999999994,0.28402777777777777,0.023611111111111083,0.0347222222222221,0.006944444444444475,present_only
