H3_rollout_shift_without_exclusion,n_rows,mean_n_admissible_edges,mean_outdeg_risky,mean_outdeg_boundary,mean_safe_count_risky,mean_safe_count_boundary,mean_total_safe_count_assessment
False,83,43.71084337349398,3.819277108433735,5.108433734939759,2.674698795180723,3.7349397590361444,12.831325301204819
True,13,43.07692307692308,3.3076923076923075,5.230769230769231,2.3076923076923075,3.8461538461538463,12.23076923076923
