learning_seed,n_samples_per_state,template_seed,target_src,target_dst,target_feature,present_n_admissible_edges,absent_n_admissible_edges,baseline_safe_present,baseline_safe_absent,baseline_safe_present_minus_absent,safe_gain_present,safe_gain_absent,safe_gain_present_minus_absent,risky_drop_present,risky_drop_absent,risky_drop_present_minus_absent,present_H1,absent_H1,present_H2,absent_H2,present_H3,absent_H3,present_H4,absent_H4,present_pass_all,absent_pass_all,present_resistance_risky_terminal,absent_resistance_risky_terminal
1,1200,2007,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.5944444444444444,0.5874999999999999,0.006944444444444531,0.047222222222222276,0.04166666666666674,0.005555555555555536,0.07222222222222223,0.075,-0.002777777777777768,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.002777777777777778
1,1200,2008,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.675,0.6361111111111112,0.03888888888888886,-0.009722222222222188,0.019444444444444375,-0.029166666666666563,0.08611111111111111,0.1236111111111111,-0.03749999999999999,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.002777777777777778
1,1200,2009,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.39999999999999997,0.3888888888888889,0.011111111111111072,0.0763888888888889,0.08611111111111108,-0.009722222222222188,0.09583333333333333,0.1,-0.00416666666666668,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.001388888888888889
1,1200,2010,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,44,43,0.5763888888888888,0.5736111111111111,0.002777777777777768,0.06666666666666676,0.05833333333333335,0.008333333333333415,0.06666666666666667,0.06805555555555555,-0.001388888888888884,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778
1,1200,2011,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,44,43,0.725,0.7138888888888889,0.011111111111111072,0.023611111111111138,0.02777777777777779,-0.004166666666666652,0.06249999999999999,0.0763888888888889,-0.013888888888888902,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.0
2,600,2000,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,42,41,0.4486111111111111,0.4486111111111111,0.0,0.08749999999999997,0.08888888888888885,-0.001388888888888884,0.13333333333333333,0.13333333333333333,0.0,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778
2,600,2001,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.37916666666666665,0.37916666666666665,0.0,0.07222222222222224,0.07222222222222224,0.0,0.10277777777777777,0.10277777777777777,0.0,True,True,True,True,False,False,True,True,False,False,0.0,0.0
2,600,2002,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,42,41,0.37777777777777777,0.37916666666666665,-0.001388888888888884,0.07361111111111113,0.06944444444444448,0.004166666666666652,0.10416666666666667,0.10277777777777777,0.0013888888888888978,True,True,True,True,False,False,True,True,False,False,0.0,0.0
2,600,2003,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,44,43,0.37916666666666665,0.37916666666666665,0.0,0.07222222222222224,0.07222222222222224,0.0,0.10277777777777777,0.10277777777777777,0.0,True,True,True,True,False,False,True,True,False,False,0.0,0.0
2,600,2004,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.3611111111111111,0.3611111111111111,0.0,0.08055555555555555,0.08055555555555555,0.0,0.10555555555555556,0.10555555555555556,0.0,True,True,True,True,False,False,True,True,False,False,0.0,0.0
2,600,2005,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,42,41,0.3333333333333333,0.3333333333333333,0.0,0.0888888888888889,0.0888888888888889,0.0,0.14027777777777778,0.14027777777777778,0.0,True,True,True,True,False,False,True,True,False,False,0.0,0.0
2,600,2006,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.35833333333333334,0.3597222222222222,-0.001388888888888884,0.07777777777777778,0.07777777777777778,0.0,0.08194444444444444,0.08194444444444444,0.0,True,True,True,True,False,False,True,True,False,False,0.0,0.0
2,600,2007,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.34305555555555556,0.34305555555555556,0.0,0.04444444444444445,0.04444444444444445,0.0,0.12222222222222222,0.12222222222222222,0.0,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778
2,600,2008,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.40555555555555556,0.40555555555555556,0.0,0.055555555555555525,0.05416666666666664,0.001388888888888884,0.10694444444444445,0.10833333333333334,-0.001388888888888884,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
2,600,2009,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.44166666666666665,0.44166666666666665,0.0,0.07222222222222219,0.07222222222222219,0.0,0.14027777777777778,0.14027777777777778,0.0,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778
2,600,2010,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,44,43,0.37916666666666665,0.37916666666666665,0.0,0.06944444444444448,0.06944444444444448,0.0,0.10277777777777777,0.10277777777777777,0.0,True,True,True,True,False,False,True,True,False,False,0.0,0.0
2,600,2011,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,44,43,0.31805555555555554,0.31805555555555554,0.0,0.06666666666666671,0.06666666666666671,0.0,0.15000000000000002,0.15000000000000002,0.0,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778
2,1200,2000,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,42,41,0.45416666666666666,0.45416666666666666,0.0,0.08333333333333331,0.08333333333333331,0.0,0.15833333333333333,0.15833333333333333,0.0,True,True,True,True,False,False,True,True,False,False,0.004166666666666667,0.004166666666666667
2,1200,2001,boundary_assessed,high_level_explanation,edge__boundary_assessed__high_level_explanation,43,42,0.3736111111111111,0.3736111111111111,0.0,0.07916666666666666,0.07916666666666666,0.0,0.11111111111111112,0.11111111111111112,0.0,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889
