learning_seed,n_samples_per_state,template_seed,target_src,target_dst,target_feature,present_n_admissible_edges,absent_n_admissible_edges,baseline_safe_present,baseline_safe_absent,baseline_safe_present_minus_absent,safe_gain_present,safe_gain_absent,safe_gain_present_minus_absent,risky_drop_present,risky_drop_absent,risky_drop_present_minus_absent,present_H1,absent_H1,present_H2,absent_H2,present_H3,absent_H3,present_H4,absent_H4,present_pass_all,absent_pass_all,present_resistance_risky_terminal,absent_resistance_risky_terminal,original_present_minus_absent_H3_rate,original_sign
5,2400,3024,benign_assessed,clarify,edge__benign_assessed__clarify,45,44,0.41527777777777775,0.4111111111111111,0.004166666666666652,0.1166666666666667,0.1347222222222222,-0.01805555555555549,0.2611111111111111,0.25833333333333336,0.002777777777777768,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.002777777777777778,-0.0625,-1
5,2400,3025,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.4125,0.4125,0.0,0.12916666666666665,0.13194444444444442,-0.002777777777777768,0.27222222222222225,0.26944444444444443,0.0027777777777778234,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778,-0.0625,-1
5,2400,3026,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.37916666666666665,0.38055555555555554,-0.001388888888888884,0.1708333333333334,0.15833333333333333,0.012500000000000067,0.33472222222222225,0.3486111111111111,-0.01388888888888884,True,True,True,True,True,True,True,True,True,True,0.005555555555555556,0.002777777777777778,-0.0625,-1
5,2400,3027,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.35555555555555557,0.3277777777777778,0.02777777777777779,0.0986111111111111,0.12083333333333329,-0.0222222222222222,0.2625,0.2833333333333333,-0.020833333333333315,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778,-0.0625,-1
5,2400,3028,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.4125,0.4125,0.0,0.12916666666666665,0.13194444444444442,-0.002777777777777768,0.27222222222222225,0.26944444444444443,0.0027777777777778234,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778,-0.0625,-1
5,2400,3029,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.41388888888888886,0.4125,0.001388888888888884,0.1333333333333333,0.125,0.008333333333333304,0.27361111111111114,0.2708333333333333,0.0027777777777778234,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.001388888888888889,-0.0625,-1
5,2400,3030,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.4444444444444444,0.425,0.01944444444444443,0.12222222222222223,0.1388888888888889,-0.016666666666666663,0.2541666666666667,0.26805555555555555,-0.01388888888888884,True,True,True,True,False,False,True,True,False,False,0.005555555555555556,0.002777777777777778,-0.0625,-1
5,2400,3031,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4125,0.4125,0.0,0.12916666666666665,0.13194444444444442,-0.002777777777777768,0.27222222222222225,0.26944444444444443,0.0027777777777778234,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.002777777777777778,-0.0625,-1
6,1200,3000,benign_assessed,clarify,edge__benign_assessed__clarify,45,44,0.5333333333333333,0.5472222222222223,-0.01388888888888895,0.09166666666666667,0.08194444444444438,0.009722222222222299,0.04583333333333334,0.043055555555555555,0.002777777777777782,True,True,True,True,False,False,False,False,False,False,0.002777777777777778,0.002777777777777778,-0.0625,-1
6,1200,3001,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.3791666666666667,0.3819444444444445,-0.002777777777777768,0.06666666666666665,0.10833333333333334,-0.041666666666666685,0.03888888888888889,0.03888888888888889,0.0,True,True,True,True,False,False,True,True,False,False,0.0,0.0,-0.0625,-1
