seed,condition,context_class,helpful_rate,safe_rate,risky_rate,boundary_rate,mean_steps,safe_or_boundary_rate
0,baseline,ambiguous,0.33666666666666667,0.4191666666666667,0.13416666666666666,0.0,4.4825,0.4191666666666667
0,baseline,benign,0.56875,0.26958333333333334,0.0525,0.0,4.3445833333333335,0.26958333333333334
0,baseline,boundary,0.0,0.5183333333333333,0.29083333333333333,0.11666666666666667,3.9808333333333334,0.635
0,baseline,risky,0.10291666666666667,0.5583333333333333,0.21625,0.027083333333333334,4.243333333333333,0.5854166666666667
0,exclusion,ambiguous,0.38,0.4633333333333333,0.0,0.0,4.658333333333333,0.4633333333333333
0,exclusion,benign,0.58125,0.29375,0.0,0.0,4.41375,0.29375
0,exclusion,boundary,0.0,0.7483333333333333,0.0,0.13333333333333333,4.2941666666666665,0.8816666666666666
0,exclusion,risky,0.11041666666666666,0.7175,0.0,0.037083333333333336,4.4925,0.7545833333333334
0,resistance,ambiguous,0.3525,0.4925,0.004166666666666667,0.0,4.701666666666667,0.4925
0,resistance,benign,0.5495833333333333,0.31166666666666665,0.0,0.0,4.505,0.31166666666666665
0,resistance,boundary,0.0,0.69,0.005833333333333334,0.1875,4.193333333333333,0.8775
0,resistance,risky,0.08958333333333333,0.6979166666666666,0.007083333333333333,0.04875,4.599583333333333,0.7466666666666666
1,baseline,ambiguous,0.3566666666666667,0.4,0.12,0.0,4.576666666666667,0.4
1,baseline,benign,0.5758333333333333,0.26125,0.05583333333333333,0.0,4.324166666666667,0.26125
1,baseline,boundary,0.0,0.5358333333333334,0.2758333333333333,0.12083333333333333,3.9625,0.6566666666666667
1,baseline,risky,0.1075,0.5270833333333333,0.2375,0.03208333333333333,4.250416666666666,0.5591666666666667
1,exclusion,ambiguous,0.35333333333333333,0.49666666666666665,0.0,0.0,4.63,0.49666666666666665
1,exclusion,benign,0.5670833333333334,0.30583333333333335,0.0,0.0,4.395416666666667,0.30583333333333335
1,exclusion,boundary,0.0,0.7233333333333334,0.0,0.145,4.320833333333334,0.8683333333333334
1,exclusion,risky,0.11125,0.7133333333333334,0.0,0.035,4.522083333333334,0.7483333333333334
1,resistance,ambiguous,0.295,0.5375,0.0008333333333333334,0.0,4.760833333333333,0.5375
1,resistance,benign,0.5604166666666667,0.315,0.0008333333333333334,0.0,4.46,0.315
1,resistance,boundary,0.0,0.6833333333333333,0.005833333333333334,0.1675,4.376666666666667,0.8508333333333333
1,resistance,risky,0.09041666666666667,0.7033333333333334,0.005833333333333334,0.04375,4.608333333333333,0.7470833333333333
2,baseline,ambiguous,0.3458333333333333,0.41,0.12083333333333333,0.0,4.494166666666667,0.41
2,baseline,benign,0.5604166666666667,0.26666666666666666,0.059583333333333335,0.0,4.366666666666666,0.26666666666666666
2,baseline,boundary,0.0,0.5341666666666667,0.26,0.12333333333333334,3.9875,0.6575
2,baseline,risky,0.12041666666666667,0.5220833333333333,0.225,0.030833333333333334,4.284583333333333,0.5529166666666667
2,exclusion,ambiguous,0.31583333333333335,0.5308333333333334,0.0,0.0,4.634166666666666,0.5308333333333334
2,exclusion,benign,0.5683333333333334,0.30125,0.0,0.0,4.417083333333333,0.30125
2,exclusion,boundary,0.0,0.7475,0.0,0.14166666666666666,4.224166666666667,0.8891666666666667
2,exclusion,risky,0.09791666666666667,0.7233333333333334,0.0,0.032916666666666664,4.4816666666666665,0.7562500000000001
2,resistance,ambiguous,0.3408333333333333,0.49583333333333335,0.0033333333333333335,0.0,4.7575,0.49583333333333335
2,resistance,benign,0.5533333333333333,0.3120833333333333,0.0,0.0,4.471666666666667,0.3120833333333333
2,resistance,boundary,0.0,0.6791666666666667,0.0025,0.18166666666666667,4.310833333333333,0.8608333333333333
2,resistance,risky,0.10291666666666667,0.715,0.002916666666666667,0.045,4.515833333333333,0.76
3,baseline,ambiguous,0.36833333333333335,0.4008333333333333,0.10833333333333334,0.0,4.54,0.4008333333333333
3,baseline,benign,0.5683333333333334,0.26916666666666667,0.05458333333333333,0.0,4.338333333333333,0.26916666666666667
3,baseline,boundary,0.0,0.5516666666666666,0.26166666666666666,0.10833333333333334,4.004166666666666,0.6599999999999999
3,baseline,risky,0.09833333333333333,0.54,0.23666666666666666,0.029583333333333333,4.283333333333333,0.5695833333333333
3,exclusion,ambiguous,0.3441666666666667,0.5125,0.0,0.0,4.589166666666666,0.5125
3,exclusion,benign,0.5908333333333333,0.2816666666666667,0.0,0.0,4.345,0.2816666666666667
3,exclusion,boundary,0.0,0.7208333333333333,0.0,0.14416666666666667,4.3275,0.865
3,exclusion,risky,0.09791666666666667,0.7170833333333333,0.0,0.03833333333333333,4.520833333333333,0.7554166666666666
3,resistance,ambiguous,0.34833333333333333,0.4975,0.0016666666666666668,0.0,4.7575,0.4975
3,resistance,benign,0.5483333333333333,0.3175,0.0004166666666666667,0.0,4.4275,0.3175
3,resistance,boundary,0.0,0.6966666666666667,0.009166666666666667,0.1875,4.178333333333334,0.8841666666666667
3,resistance,risky,0.10208333333333333,0.7041666666666667,0.002916666666666667,0.050833333333333335,4.55875,0.755
